Section Name,Short Title,Min Cred,Max Cred,BLDG,ROOM,DAYS,Start Time,End Time,Faculty Name,Avail Status,Prerequisites,Coreq,Notes,Location,Seats Available,Seat Capatcity
CE-610-F1L01,PRACTICUM IN COUNSELING,3.0,0.0,,,T,6:00 PM,7:30 PM,"Luedke, Ashley",Open,,,,SBUOL,10,10
CE-610-F1L02,PRACTICUM IN COUNSELING,3.0,0.0,,,M,7:00 PM,8:30 PM,"Smith, Nathaniel",Open,,,,SBUOL,10,10
CE-610-F1L03,PRACTICUM IN COUNSELING,3.0,0.0,,,TH,7:00 PM,8:30 PM,"Mullen, Alyson",Open,,,,SBUOL,10,10
CE-610-F1L04,PRACTICUM IN COUNSELING,3.0,0.0,,,M,7:00 PM,8:30 PM,"Mann, Amy",Open,,,,SBUOL,10,10
CE-620A-F1L01,INTERN I:SCH COUNSELING,3.0,0.0,,,W,4:00 PM,5:30 PM,"Glover, Brittany",Open,,,,SBUOL,12,12
CE-620B-F1L01,INTERN II:SCH COUNSELING,3.0,0.0,,,W,6:00 PM,7:30 PM,"Glover, Brittany",Open,,,,SBUOL,10,10
CE-620B-F1L02,INTERN II:SCH COUNSELING,3.0,0.0,,,W,6:30 PM,8:00 PM,"Cappy Gruhn, Brenda",Open,,,,SBUOL,10,10
CE-620B-F1L03,INTERN II:SCH COUNSELING,3.0,0.0,,,T,6:00 PM,7:30 PM,"Robertson, Adrianne",Open,,,,SBUOL,10,10
CE-625A-F1L01,INTERN I:CMH COUNSEL,3.0,0.0,,,T,4:30 PM,6:00 PM,"McDonald, Justin",Open,,,,SBUOL,11,11
CE-625A-F1L02,INTERN I:CMH COUNSEL,3.0,0.0,,,T,6:30 PM,8:00 PM,"McDonald, Justin",Open,,,,SBUOL,12,12
CE-625B-F1L01,INTERNSHIP II: CMHC,3.0,0.0,,,W,6:30 PM,8:00 PM,"Luedke, Ashley",Open,,,,SBUOL,11,11
CE-625B-F1L02,INTERNSHIP II: CMHC,3.0,0.0,,,T,6:30 PM,8:00 PM,"Loeffler, David",Open,,,,SBUOL,11,11
CE-628-72L01,FOUNDATIONS OF SCH COUNSELING,3.0,0.0,,,,,,"Henry, Heidi",Open,,,,SBUOL,25,25
CE-629-72L01,ETHICAL&LEGAL ISS IN SCH COUN,3.0,0.0,,,,,,"Henry, Heidi",Open,,,,SBUOL,20,20
CE-632-71L01,CHILD & ADOLESCENT COUNSELING,3.0,0.0,,,,,,"Luke, Charles",Open,,,,SBUOL,20,20
CE-633-71L01,SP TOP IN SCHOOL COUNSELING,3.0,0.0,,,,,,"Henry, Heidi",Open,,,,SBUOL,20,20
CE-634-72L01,INTRVEN:SCH/CHM COUNS,3.0,0.0,,,,,,"Payne, Demah",Open,,,,SBUOL,25,25
CE-636-71L01,ETH & LEGAL ISSUES IN CMH COU,3.0,0.0,,,,,,"Hindman, Margaret",Open,,,,SBUOL,25,25
CE-636-72L01,ETH & LEGAL ISSUES IN CMH COU,3.0,0.0,,,,,,"Hindman, Margaret",Open,,,,SBUOL,25,25
CE-637-72L01,MGMT CMH COUNSEL PROGRAMS,3.0,0.0,,,,,,"Payne, Demah",Open,,,,SBUOL,25,25
CE-638-72L01,MULTICULT.COUNSEL,3.0,0.0,,,,,,"Castillo, Jaime",Open,,,,SBUOL,25,25
CE-638-72L02,MULTICULT.COUNSEL,3.0,0.0,,,,,,"Loeffler, David",Open,,,,SBUOL,25,25
CE-642-71L01,INTRO TO CRISIS COUNSELING,3.0,0.0,,,,,,"Mullen, Alyson",Open,,,,SBUOL,25,25
CE-649-72L01,FAMILY & COUPLES COUNS.,3.0,0.0,,,,,,"DeCarlo, Keli",Open,,,,SBUOL,25,25
CE-650-72L01,SCH/COUNS & SP/EDUCATION,3.0,0.0,,,,,,"Payne, Demah",Open,,,,SBUOL,20,20
CE-COMP-F1L01,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Luedke, Ashley",Open,,,,SBUOL,20,20
CE-COMP-F1L03,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Henry, Heidi",Open,,,,SBUOL,20,20
CE-COMP-F1L04,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Payne, Demah",Open,,,,SBUOL,20,20
CE-COMP-F1L05,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Hindman, Margaret",Open,,,,SBUOL,20,20
CE-COMP-F1L06,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Mason, Wesley",Open,,,,SBUOL,20,20
CE-COMP-F1L07,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Luke, Charles",Open,,,,SBUOL,20,20
CE-COMP-F1L08,WRITTEN COMPREHENSIVES,0.0,0.0,,,,,,"Smith, Nathaniel",Open,,,,SBUOL,20,20
