Section Name,Short Title,Min Cred,Max Cred,BLDG,ROOM,DAYS,Start Time,End Time,Faculty Name,Avail Status,Prerequisites,Coreq,Notes,Location,Seats Available,Seat Capatcity
JMC-399-01,COMMUNICATIONS RESEARCH METH,3.0,0.0,MUPB,104,TTH,2:30 PM,3:45 PM,"Walker, Tara",Open,,,,MC,20,20
JMC-401AC-01,SP TOP:MEDIA & POP CULTURE,3.0,0.0,,,,,,"Lee, Richard",Open,,,,OL,20,20
JMC-401CR-55,SP TOP: COMMUNITY REPORTING,1.0,3.0,,,,,,"Lee, Anne",Open,,,,MC,0,0
JMC-401X-55,SP ST: NEWS 21,3.0,0.0,,,,,,"Chimbel, Aaron",Open,,,,MC,0,0
JMC-411-55,WRITING FOR ADVOCACY,3.0,0.0,,,,,,"Wilkins, Dennis",Open,JR/SR JMC MAJORS,,,MC,0,0
JMC-412-01,SPORTS COMMENTARY & ANALYSIS,3.0,0.0,MUPB,106,TTH,2:30 PM,3:45 PM,"Wilkins, Dennis",Open,,,,MC,15,15
JMC-415-01,JOURNALISTS' WORKSHOP II,3.0,0.0,MUPB,102,TTH,10:00 AM,11:15 AM,"Lee, AnneLee, Richard",Open,,,,MC,15,15
JMC-441-01,SEM. BROADCAST JOURNALISM II,3.0,0.0,MUPB,108,MF,9:00 AM,11:20 AM,"Bulszewicz, Anna",Open,JMC 340,,,MC,15,15
JMC-442-01,POST PRODUCTION,3.0,0.0,MUPB,108,M,6:00 PM,8:30 PM,"Bush, Danny",Open,,,,MC,15,15
JMC-470-01,INTERNET AND THE LAW,3.0,0.0,MUPB,105,TTH,1:00 PM,2:15 PM,"McNall, Carole",Open,,,,MC,20,20
JMC-482-01,"WOMEN, MINORITIES & MEDIA",3.0,0.0,MUPB,107,T,5:30 PM,8:00 PM,"Lee, Anne",Open,,,CROSSLISTED WITH WS 482 01,MC,20,20
JMC-483-01,MEDIA & DEMOCRACY,3.0,0.0,,,,,,"Lee, Richard",Open,JUNIORS/SENIORS,,,OL,20,20
JMC-499-01,COMPREHENSIVE EXPERIENCE,2.0,0.0,,,,,,"Hoffmann, Pauline",Open,JMC Majors Only,,,MC,20,20
JMC-500-71L01,SPORTS JOURNALISM TODAY,3.0,0.0,,,,,,"Moritz, Brian",Open,,,crosslisted with JMC 501 71L01,SBUOL,20,20
JMC-501-71L01,DIGITAL JOURNALISM TODAY,3.0,0.0,,,,,,"Moritz, Brian",Open,,,CROSSLISTED WITH JMC 500 71L01,SBUOL,20,20
JMC-502-72L01,WRITING AND EDITING,3.0,0.0,,,,,,"Moritz, Brian",Open,,,,SBUOL,15,15
JMC-503-71L01,DIGITAL REPORTING,3.0,0.0,,,,,,"Moritz, Brian",Open,,,,SBUOL,15,15
JMC-504-72L01,DIGITAL STORYTELLING,3.0,0.0,,,,,,"Matthews, Tammy",Open,,,,SBUOL,20,20
JMC-602-71L01,SOCIAL MEDIA STORYTELLING,3.0,0.0,,,,,,"Matthews, Tammy",Open,,,,SBUOL,15,15
JMC-602-72L01,SOCIAL MEDIA STORYTELLING,3.0,0.0,,,,,,"Matthews, Tammy",Open,,,,SBUOL,15,15
JMC-604-71L01,CODING & INTERACTIVE STORYTEL,3.0,0.0,,,,,,"Royal, Cindy",Open,,,,SBUOL,15,15
JMC-605-72L01,BUSINESS OF SPORTS MEDIA,3.0,0.0,,,,,,"Matthews, Tammy",Open,,,,SBUOL,15,15
JMC-701-71L01,DIGITAL PROJECT I: RESEARCH,1.0,0.0,,,,,,"Moritz, Brian",Open,,,,SBUOL,15,15
JMC-702-72L01,DIGITAL PROJECT II: REPORTING,1.0,0.0,,,,,,"Moritz, Brian",Open,,,,SBUOL,15,15
JMC-703-71L01,DIGITAL PROJECT III: PRESENT,1.0,0.0,,,,,,"Moritz, Brian",Open,,,,SBUOL,15,15
